DAUID,POP2021,POPDENS,TOTLOWINC
24661178,347,6660.3,55
24661179,1003,14970.1,125
24661180,704,21014.9,265
24661181,607,18283.1,125
24661182,497,12302,65
24661183,778,19746.2,195
24661184,550,3859.6,80
24661185,551,13809.5,110
24661187,584,9982.9,80
24661189,737,6780.1,75
24661190,615,8167.3,40
24661191,490,4900,60
24661192,633,10428.3,70
24661193,343,14784.5,70
24661194,701,10936,85
24661195,557,7338.6,45
24661196,669,6501.5,70
24661197,618,11195.7,60
24661198,493,11255.7,50
24661199,548,13979.6,70
24661200,559,7513.4,60
24661201,585,12885.5,65
24661202,472,11211.4,40
24661203,832,8748.7,75
24661204,255,3032.1,15
24661205,707,6295.6,130
24661206,520,6357,85
24661207,503,10244.4,60
24661208,15,18.6,
24661209,642,5019.5,65
24661210,321,13717.9,30
24661211,344,12981.1,35
24661212,4943,4344.3,675
24661213,476,4812.9,130
24661214,590,6008.1,95
24661215,672,17777.8,125
24661216,365,19414.9,65
24661217,350,17073.2,45
24661218,445,21813.7,80
24661219,359,12336.8,45
24661220,381,12172.5,65
24661221,455,14536.7,100
24661222,1066,8548.5,105
24661223,1018,2796.7,155
24661224,1286,3677.4,130
24661225,288,9113.9,30
24661226,854,6589.5,70
24661227,1520,7224.3,120
24661228,502,5756.9,45
24661229,1234,13099.8,255
24661230,965,5171.5,110
24661231,352,5474.3,25
24661232,1375,10504.2,270
24661233,853,10203.3,145
24661234,391,9678.2,25
24661237,90,5660.4,
24661240,3198,4261.7,390
24661241,686,16103.3,55
24661242,684,293.1,115
24661243,616,10266.7,290
24661244,528,15042.7,80
24661245,487,9681.9,55
24661246,566,12605.8,60
24661247,407,12523.1,80
24661248,346,9033.9,110
24661249,556,10090.7,65
24661250,663,9311.8,110
24661251,597,11963.9,105
24661252,1339,4846.2,285
24661255,634,9434.5,90
24661256,1275,4974.6,180
24661257,818,4381.4,105
24661258,316,5180.3,
24661259,335,3511.5,160
24661260,1647,19445.1,435
24661261,916,16386.4,165
24661262,867,10471,160
24661263,301,12186.2,205
24661264,781,11709.1,330
24661265,561,4675,125
24661269,492,10102.7,185
24661270,624,24664,125
24661271,633,33492.1,240
24661272,858,23966.5,260
24661273,653,36480.4,230
24661276,673,33482.6,250
24661277,580,19016.4,255
24661278,652,20438.9,380
24661279,367,22108.4,175
24661280,723,32567.6,340
24661281,768,39587.6,445
24661282,458,23854.2,230
24661284,260,6018.5,120
24661285,548,30109.9,230
24661286,467,21822.4,210
24661299,564,952.5,105
24661300,364,13893.1,75
24661301,642,10288.5,205
24661302,593,8305.3,30
24661303,579,7192.5,80
24661304,262,5424.4,45
24661305,424,11336.9,115
24661306,427,32105.3,130
24661308,801,20485.9,200
24661309,392,4096.1,75
24661310,333,22965.5,100
24661311,456,31888.1,160
24661312,460,11004.8,215
24661313,594,2847.6,230
24661314,735,36029.4,175
24661315,630,33333.3,215
24661316,924,24315.8,350
24661317,488,3833.5,130
24661318,270,13636.4,65
24661319,475,18199.2,145
24661320,670,6492.2,140
24661321,457,25109.9,125
24661322,470,16206.9,85
24661323,716,21373.1,165
24661324,459,11389.6,125
24661325,353,23377.5,100
24661326,305,22761.2,80
24661327,505,30792.7,140
24661328,803,27128.4,240
24661329,775,24760.4,210
24661330,503,19053,140
24661331,308,14128.4,70
24661332,670,11591.7,130
24661333,453,17976.2,105
24661334,106,1428.6,
24661335,528,5701.9,140
24661336,657,4439.2,260
24661337,521,6955.9,95
24661338,553,12180.6,170
24661339,980,14759,260
24661340,796,12006,165
24661341,294,18967.7,40
24661342,466,28414.6,175
24661343,1138,29179.5,370
24661344,379,11697.5,25
24661345,309,10842.1,20
24661346,743,10494.4,75
24661347,316,11490.9,45
24661348,480,10344.8,75
24661349,444,7104,15
24661350,430,7543.9,20
24661351,1732,16007.4,125
24661352,673,3259.1,115
24661353,579,19627.1,70
24661354,549,18361.2,70
24661355,609,6677.6,50
24661356,493,8741.1,40
24661357,536,13922.1,65
24661358,635,16933.3,75
24661359,681,23728.2,40
24661360,483,21855.2,45
24661361,663,17822.6,40
24661362,801,6554.8,100
24661363,541,11154.6,45
24661364,787,5222.3,95
24661365,638,30673.1,60
24661366,775,34598.2,60
24661367,962,18358.8,195
24661368,737,18517.6,85
24661369,575,16812.9,70
24661370,614,19616.6,110
24661371,527,5275.3,110
24661372,373,15040.3,45
24661373,394,15573.1,50
24661374,295,13111.1,80
24661375,952,4678.1,250
24661376,532,11319.1,115
24661377,407,13612,80
24661378,510,15315.3,60
24661379,494,15061,45
24661380,418,13312.1,40
24661381,643,22249.1,50
24661382,638,17921.3,105
24661383,977,14262.8,190
24661384,708,19504.1,50
24661385,588,8659.8,25
24661386,374,5123.3,35
24661387,422,17085,40
24661388,448,17230.8,40
24661389,383,13161.5,40
24661390,445,15836.3,55
24661391,484,21135.4,60
24661392,434,18312.2,50
24661393,387,26506.8,15
24661394,734,29011.9,75
24661395,463,8735.8,30
24661396,527,8058.1,65
24661397,398,3270.3,20
24661398,461,7557.4,20
24661399,426,2868.7,35
24661400,406,3859.3,30
24661401,442,5034.2,80
24661402,1389,12719.8,150
24661405,1295,31280.2,225
24661407,820,12166.2,50
24661408,536,27772,150
24661409,515,2662.9,15
24661410,481,24666.7,215
24661411,569,4300.8,50
24661412,238,258.8,
24661413,625,3468.4,45
24661414,539,22365.1,45
24661415,546,10854.9,70
24661416,483,15333.3,65
24661417,618,13464.1,100
24661418,322,14311.1,25
24661419,781,50714.3,180
24661420,386,15755.1,70
24661421,435,16477.3,40
24661422,620,14123,135
24661423,676,19941,165
24661424,530,16772.2,90
24661425,774,10502,150
24661426,500,21739.1,100
24661427,720,16705.3,105
24661428,471,16584.5,85
24661429,492,10445.9,70
24661430,380,10982.7,35
24661431,616,11261.4,100
24661432,560,16816.8,50
24661433,324,6493,
24661434,1085,14883.4,190
24661435,657,14797.3,100
24661436,621,20097.1,205
24661437,887,17599.2,195
24661438,631,15427.9,125
24661439,430,13915.9,65
24661440,550,17857.1,105
24661441,1061,8661.2,185
24661442,1138,10963.4,255
24661443,607,20646.3,75
24661444,1428,14952.9,330
24661445,437,14327.9,105
24661446,602,15279.2,90
24661447,944,14866.1,190
24661448,433,17601.6,75
24661449,472,16164.4,110
24661450,402,13958.3,50
24661451,379,15532.8,60
24661452,413,13859.1,90
24661453,787,12070.6,105
24661454,585,11142.9,105
24661455,377,12866.9,35
24661456,596,13545.5,85
24661457,640,17777.8,100
24661458,362,18659.8,70
24661459,331,15183.5,55
24661460,297,13878.5,30
24661461,568,16090.7,80
24661462,444,13703.7,140
24661463,764,11808.3,50
24661464,661,11337.9,170
24661465,340,12230.2,50
24661466,493,8819.3,105
24661467,669,9529.9,65
24661468,596,8575.5,75
24661469,444,13619.6,50
24661470,340,11888.1,30
24661471,416,13248.4,45
24661472,352,11354.8,35
24661473,336,9940.8,30
24661474,354,13882.4,50
24661475,327,12874,85
24661476,313,11992.3,80
24661477,739,14633.7,165
24661478,406,15496.2,70
24661479,660,14224.1,105
24661480,561,7946.2,115
24661481,585,11359.2,95
24661482,748,13169,150
24661483,533,8393.7,85
24661484,612,11724.1,105
24661485,400,6944.4,90
24661486,510,12085.3,145
24661487,597,18090.9,85
24661488,452,8950.5,80
24661489,613,7220.3,75
24661490,571,11512.1,130
24661491,655,6014.7,65
24661492,433,14481.6,95
24661493,708,14567.9,140
24661494,683,28697.5,140
24661495,397,15691.7,90
24661496,350,13565.9,55
24661497,333,13162.1,40
24661498,326,5158.2,60
24661499,557,9893.4,65
24661500,500,7788.2,75
24661501,520,12381,90
24661502,473,13670.5,75
24661503,460,14649.7,190
24661504,582,16967.9,145
24661505,420,17427.4,65
24661506,677,18547.9,135
24661507,535,13932.3,40
24661508,432,12033.4,40
24661509,580,12473.1,80
24661510,463,13153.4,55
24661513,507,10787.2,85
24661514,461,10021.7,55
24661515,428,10567.9,60
24661516,506,12076.4,80
24661517,502,12613.1,80
24661518,601,11297,85
24661519,656,15656.3,90
24661520,985,8375.9,110
24661521,2664,12770.9,320
24661522,922,10120.7,260
24661523,440,19469,210
24661524,302,13853.2,90
24661525,504,15949.4,150
24661526,385,20052.1,125
24661527,435,23901.1,125
24661528,492,28439.3,165
24661529,398,24875,125
24661530,511,6576.6,155
24661531,563,19616.7,155
24661532,572,2132.7,45
24661533,865,23441.7,265
24661534,400,19900.5,140
24661535,525,24305.6,150
24661536,503,23838.9,160
24661537,566,27343,180
24661538,430,20379.1,145
24661539,531,23289.5,165
24661540,599,25708.2,160
24661541,481,25721.9,125
24661542,367,19315.8,100
24661543,392,22400,115
24661544,363,21104.7,95
24661545,615,17521.4,170
24661546,536,17402.6,135
24661547,642,40632.9,190
24661548,588,19342.1,160
24661549,698,13397.3,225
24661550,335,19034.1,110
24661551,524,14395.6,155
24661554,406,12192.2,100
24661555,670,18767.5,200
24661556,657,7604.2,165
24661557,544,16484.8,170
24661558,346,24539,85
24661559,434,27643.3,150
24661560,585,19243.4,115
24661561,380,27737.2,120
24661562,566,32716.8,180
24661563,807,20482.2,295
24661564,912,32455.5,370
24661566,787,50448.7,230
24661567,404,1445.4,40
24661568,444,2699.1,30
24661569,446,2835.3,20
24661570,386,1608.3,15
24661571,478,3085.9,15
24661572,604,8296.7,125
24661573,1504,5419.8,150
24661574,521,3438.9,25
24661575,736,6405.6,85
24661576,611,5721,70
24661577,630,4988.1,80
24661578,534,3586.3,30
24661579,773,13779,135
24661580,603,5710.2,125
24661581,561,2198.3,80
24661582,435,3004.1,10
24661583,443,2468,25
24661584,409,2836.3,15
24661585,568,4146,40
24661586,502,3096.9,25
24661587,617,3865.9,50
24661589,410,2757.2,20
24661590,476,2458.7,10
24661591,615,4172.3,85
24661592,573,3169.2,35
24661593,426,10676.7,85
24661594,663,6424.4,90
24661595,507,3766.7,75
24661597,490,3022.8,10
24661598,467,3068.3,40
24661599,522,4176,20
24661600,514,3282.2,15
24661601,818,2198.9,125
24661602,570,4109.6,35
24661603,368,216.6,45
24661606,492,27954.5,125
24661609,1057,18318.9,180
24661611,453,7001.5,70
24661614,831,11446.3,230
24661615,735,31681,230
24661616,652,28471.6,180
24661617,299,17588.2,125
24661618,1012,27955.8,185
24661619,1161,6358.2,130
24661620,917,4578.1,70
24661621,1241,8143,300
24661622,383,19641,105
24661623,463,20577.8,140
24661624,372,15829.8,110
24661625,574,2445.7,90
24661626,684,6047.7,115
24661627,878,17015.5,110
24661628,602,2627.7,100
24661629,620,10367.9,45
24661630,809,6769.9,170
24661631,717,6688.4,120
24661632,628,11893.9,105
24661633,719,12526.1,95
24661634,345,11896.6,35
24661635,522,12399,95
24661636,522,11177.7,75
24661637,279,10145.5,55
24661638,367,14798.4,65
24661639,827,11056.1,175
24661640,820,16205.5,160
24661641,844,14678.3,70
24661642,452,14868.4,75
24661643,425,13934.4,25
24661644,434,15390.1,55
24661645,606,18878.5,65
24661646,403,12286.6,45
24661647,894,12538.6,120
24661648,411,14270.8,50
24661649,381,12451,55
24661650,434,14229.5,50
24661651,488,16885.8,75
24661652,539,14373.3,90
24661653,617,12027.3,105
24661654,767,15685.1,175
24661655,380,15510.2,55
24661656,337,13164.1,35
24661657,422,14161.1,70
24661658,630,11014,70
24661659,511,8918,50
24661660,580,10069.4,70
24661661,430,15140.8,55
24661662,440,10551.6,55
24661663,563,4076.8,180
24661664,662,7985.5,105
24661665,512,12367.1,90
24661666,744,8701.8,90
24661667,459,7886.6,70
24661668,587,10463.5,100
24661669,498,3406.3,65
24661670,746,6464.5,150
24661671,416,14344.8,110
24661672,383,11676.8,75
24661673,1050,14664.8,190
24661674,598,12696.4,160
24661675,297,12479,45
24661676,470,20346.3,85
24661677,411,16913.6,115
24661678,442,7049.4,80
24661679,312,3909.8,10
24661680,585,12971.2,115
24661681,535,10249,125
24661682,590,5519.2,85
24661683,563,11373.7,105
24661684,657,12634.6,125
24661685,822,14784.2,155
24661686,702,6585.4,120
24661687,602,9495.3,45
24661688,457,3573.1,45
24661689,433,11159.8,35
24661690,491,4207.4,55
24661691,575,10070.1,80
24661692,737,12728.8,115
24661693,480,10526.3,65
24661694,470,4690.6,30
24661695,331,10060.8,30
24661696,604,10307.2,165
24661697,1135,17762.1,450
24661698,564,10107.5,65
24661699,714,10867.6,105
24661700,638,5023.6,160
24661701,475,6324.9,45
24661702,500,12722.6,65
24661703,726,7461.5,110
24661704,649,12877,115
24661705,660,3859.6,90
24661709,1310,2349.8,165
24661710,596,10915.8,70
24661711,549,8970.6,60
24661712,375,8278.1,35
24661713,559,9148.9,60
24661714,528,12941.2,75
24661715,705,4604.8,185
24661716,683,12648.1,110
24661717,415,9904.5,45
24661718,439,1408,60
24661719,609,4177,80
24661720,710,792.1,120
24661721,489,12868.4,75
24661723,645,14365.3,110
24661725,323,2279.5,50
24661726,424,4976.5,45
24661727,443,356.3,55
24661728,825,2142.3,185
24661729,271,7094.2,
24661730,448,17848.6,70
24661731,515,13411.5,65
24661732,411,15747.1,70
24661733,448,17034.2,85
24661734,573,18910.9,85
24661735,539,15533.1,95
24661736,506,9267.4,95
24661737,454,16330.9,75
24661738,676,10579,210
24661739,585,16714.3,105
24661740,448,12836.7,90
24661741,604,19610.4,100
24661742,509,15103.9,110
24661743,502,18801.5,115
24661744,630,17307.7,140
24661745,456,16056.3,50
24661746,768,20371.4,145
24661747,469,16006.8,75
24661748,990,10819.7,155
24661749,495,15137.6,120
24661750,512,12367.1,115
24661751,274,2558.4,55
24661752,753,8586.1,130
24661753,463,20130.4,75
24661754,395,16255.1,50
24661755,447,20135.1,50
24661756,374,16622.2,65
24661757,787,17765.2,120
24661758,468,16654.8,65
24661759,476,16819.8,85
24661760,417,17020.4,85
24661761,769,14903.1,105
24661762,562,12406.2,95
24661763,988,12699.2,185
24661764,416,12093,45
24661765,857,12156,215
24661766,823,10619.4,90
24661767,1316,12801.6,190
24661768,476,7104.5,55
24661769,436,22020.2,35
24661770,588,7924.5,50
24661771,768,18113.2,150
24661772,355,16824.6,65
24661773,758,12549.7,155
24661774,501,22366.1,110
24661775,538,11594.8,75
24661776,428,9145.3,85
24661777,683,6998,115
24661778,1539,10899.4,245
24661779,605,6368.4,135
24661780,496,9429.7,115
24661781,674,9258.2,155
24661782,646,5535.6,130
24661783,1001,14720.6,205
24661784,689,15448.4,155
24661785,613,17170.9,130
24661786,522,7933.1,160
24661787,552,12349,110
24661788,526,14692.7,120
24661789,486,14046.2,75
24661790,515,14425.8,150
24661791,554,19370.6,90
24661792,615,17372.9,110
24661793,426,14843.2,70
24661794,409,18506.8,90
24661795,765,17465.8,135
24661796,477,16678.3,65
24661797,350,10057.5,55
24661798,583,15261.8,65
24661799,482,22843.6,205
24661800,494,24949.5,175
24661801,376,6608.1,30
24661802,701,9629.1,85
24661803,427,23461.5,50
24661804,554,19507,140
24661805,610,16944.4,85
24661806,703,18025.6,55
24661807,536,18939.9,60
24661808,424,17448.6,70
24661809,522,11497.8,90
24661810,1104,8874.6,130
24661811,493,19799.2,75
24661812,459,18966.9,60
24661813,414,15984.6,50
24661814,566,12494.5,65
24661815,343,16255.9,35
24661816,658,13081.5,85
24661817,548,12123.9,90
24661818,388,18564.6,145
24661819,632,17362.6,70
24661820,559,13836.6,60
24661821,710,11488.7,85
24661822,549,12649.8,100
24661823,535,18321.9,55
24661824,1025,17432,85
24661825,483,16947.4,70
24661826,560,17445.5,70
24661827,908,6021.2,95
24661828,642,14792.6,75
24661829,482,11842.8,135
24661830,518,13047.9,60
24661831,414,14226.8,30
24661832,572,19930.3,110
24661833,598,12696.4,145
24661834,535,19597.1,115
24661835,568,12792.8,145
24661836,325,11168.4,35
24661837,460,10526.3,70
24661838,740,14653.5,100
24661839,632,16040.6,115
24661840,350,11666.7,50
24661841,380,16379.3,55
24661842,695,18386.2,225
24661843,599,20443.7,110
24661844,605,19967,120
24661845,497,16566.7,50
24661846,565,15694.4,95
24661847,582,13566.4,95
24661848,694,30708,170
24661849,622,18029,130
24661850,674,22098.4,235
24661851,690,17250,170
24661852,695,12366.5,160
24661853,1046,14021.4,220
24661854,501,16755.9,160
24661855,580,15549.6,115
24661856,387,13871,45
24661857,350,15486.7,80
24661858,1285,7158.8,305
24661859,916,12345,340
24661860,555,38275.9,190
24661861,675,15237,135
24661862,408,16385.5,70
24661863,599,18042.2,120
24661864,366,16339.3,95
24661865,528,8529.9,110
24661866,592,12231.4,120
24661867,553,10203,155
24661868,501,22981.7,115
24661869,477,7361.1,100
24661870,836,4869,175
24661871,1310,6289,245
24661872,179,6172.4,
24661873,624,16250,165
24661874,736,11832.8,150
24661877,420,4729.7,120
24661879,929,7754.6,210
24661880,502,13245.4,75
24661881,639,17899.2,90
24661882,1161,17406.3,190
24661883,704,6518.5,150
24661884,526,12204.2,150
24661885,728,6143.5,140
24661886,616,5605.1,190
24661887,571,13825.7,115
24661889,1371,48964.3,340
24661890,388,22958.6,50
24661891,297,18447.2,50
24661892,519,20927.4,65
24661893,313,17784.1,45
24661894,520,5019.3,45
24661895,694,18457.4,110
24661896,498,21101.7,95
24661897,663,17176.2,110
24661898,509,13646.1,100
24661899,923,23606.1,205
24661900,609,16776.9,100
24661901,414,14375,35
24661902,677,15854.8,95
24661903,466,19829.8,105
24661904,469,15032.1,80
24661905,488,17745.5,55
24661906,466,16884.1,60
24661907,603,13311.3,90
24661908,757,18691.4,80
24661909,394,12468.4,50
24661910,453,10318.9,40
24661911,484,16575.3,65
24661912,519,16068.1,80
24661913,531,14709.1,40
24661916,653,2759.9,185
24661917,743,2263.9,130
24661918,602,5341.6,100
24661919,802,2522,260
24661920,445,2738.5,120
24661921,376,2105.3,70
24661922,438,3656.1,125
24661926,599,11814.6,85
24661927,845,8475.4,155
24661928,746,9777.2,160
24661929,639,20221.5,200
24661936,347,12851.9,85
24661937,789,13372.9,130
24661940,665,17546.2,225
24661941,530,21900.8,185
24661942,294,2169.7,
24661943,549,18931,235
24661944,677,12654.2,140
24661945,341,15088.5,150
24661946,727,12385,175
24661947,438,19043.5,155
24661948,480,13559.3,95
24661949,640,16580.3,105
24661950,413,10783.3,75
24661953,608,12408.2,125
24661954,664,15229.4,110
24661955,469,18178.3,90
24661956,446,10067.7,60
24661957,700,13888.9,130
24661958,747,19252.6,250
24661959,500,14662.8,160
24661960,554,15694.1,155
24661961,549,3420.6,135
24661962,474,9713.1,155
24661963,760,19095.5,200
24661964,783,20128.5,170
24661965,534,11337.6,125
24661966,1277,8788.7,125
24661967,1004,3800.2,165
24661968,531,13341.7,90
24661969,603,18000,90
24661970,487,11567.7,60
24661971,436,13252.3,100
24661972,722,7134.4,140
24661973,505,15732.1,105
24661974,498,11267,85
24661975,539,12277.9,40
24661976,545,12302.5,70
24661977,412,12875,70
24661978,559,9893.8,40
24661979,612,10251.3,70
24661980,539,12682.4,50
24661981,454,15337.8,60
24661982,524,16324,60
24661983,636,9298.2,150
24661984,580,10052,80
24661985,326,26721.3,135
24661986,593,10206.5,105
24661987,365,20391.1,65
24661988,298,16741.6,30
24661989,520,16507.9,75
24661990,439,12331.5,95
24661991,556,15574.2,75
24661992,527,16730.2,115
24661993,595,15101.5,90
24661994,467,15261.4,75
24661995,683,13938.8,125
24661996,463,10220.8,35
24661997,520,11764.7,60
24661998,683,14378.9,100
24661999,567,12974.8,75
24662000,453,12724.7,55
24662001,562,15148.2,105
24662002,573,16902.7,200
24662003,279,13811.9,90
24662004,550,14175.3,80
24662005,469,15032.1,85
24662006,585,18932,130
24662007,541,18401.4,130
24662008,550,9259.3,60
24662009,483,13760.7,70
24662010,522,14301.4,50
24662011,757,13813.9,80
24662012,693,13804.8,165
24662013,511,14353.9,70
24662014,791,6483.6,165
24662015,370,7708.3,35
24662016,608,16521.7,60
24662017,410,21808.5,50
24662018,382,20105.3,65
24662019,392,20416.7,50
24662020,428,15231.3,85
24662021,432,15483.9,70
24662022,446,13937.5,65
24662024,2628,16353.5,415
24662025,601,24732.5,200
24662026,812,3028.7,205
24662027,569,3266.4,70
24662028,447,14419.4,85
24662029,504,15750,85
24662030,486,20000,75
24662031,703,15282.6,75
24662032,621,2758.8,120
24662033,383,14029.3,55
24662034,304,17078.7,40
24662035,543,17075.5,65
24662036,482,11448.9,45
24662037,562,13445,100
24662038,479,13764.4,60
24662039,328,9187.7,20
24662040,949,14227.9,230
24662041,754,11582.2,125
24662042,545,8384.6,105
24662043,265,11276.6,100
24662044,775,21954.7,190
24662045,639,13538.1,80
24662046,733,16928.4,135
24662047,536,4470.4,120
24662048,558,17116.6,125
24662049,731,15586.4,140
24662050,569,12644.4,40
24662051,548,6682.9,160
24662052,475,11309.5,80
24662053,520,14168.9,85
24662054,753,8605.7,85
24662055,972,17867.6,285
24662056,818,15883.5,160
24662057,501,9671.8,195
24662058,1072,4240.5,110
24662064,672,14029.2,85
24662065,592,5961.7,110
24662066,1123,5079.1,150
24662067,0,0,
24662069,418,12590.4,95
24662070,888,13598.8,125
24662071,585,23588.7,125
24662072,581,23617.9,60
24662073,1347,10589.6,255
24662074,667,13838.2,100
24662075,448,19478.3,105
24662076,638,15753.1,105
24662077,479,11711.5,80
24662078,579,14226,95
24662079,688,11043.3,110
24662080,593,12590.2,90
24662081,759,10120,165
24662082,435,30851.1,120
24662083,591,16554.6,185
24662084,766,3543,120
24662085,672,9243.5,80
24662086,649,9460.6,120
24662087,723,20598.3,135
24662088,693,19143.6,200
24662089,1275,3782.3,290
24662090,663,7222.2,100
24662091,482,4958.8,65
24662092,593,15940.9,90
24662093,476,17372.3,65
24662094,686,16650.5,90
24662095,553,9770.3,45
24662096,603,13023.8,95
24662097,575,14483.6,65
24662098,354,14103.6,45
24662099,579,10034.7,50
24662100,386,12697.4,80
24662101,389,5780.1,45
24662102,268,9436.6,45
24662103,485,7637.8,80
24662104,579,7997.2,65
24662105,596,9675.3,120
24662106,515,10039,60
24662108,696,14500,125
24662109,581,17447.4,170
24662110,435,14846.4,100
24662111,459,11984.3,25
24662112,533,17475.4,55
24662113,494,3648.4,20
24662114,1325,6106,240
24662115,1428,5582.5,360
24662116,535,16461.5,225
24662117,345,2647.7,45
24662118,381,5834.6,30
24662119,788,5299.3,20
24662120,531,6131.6,65
24662121,520,7692.3,40
24662122,660,2874.6,30
24662123,479,3623.3,60
24662124,584,11541.5,55
24662125,682,16394.2,155
24662126,541,13525,50
24662127,684,7022.6,180
24662128,981,10250.8,150
24662129,592,14581.3,140
24662130,462,5397.2,125
24662131,556,15706.2,165
24662132,595,15824.5,105
24662133,525,7373.6,80
24662134,485,6708.2,160
24662135,469,8030.8,50
24662136,1857,22954.3,265
24662137,313,9873.8,45
24662138,667,3691.2,65
24662140,1102,44796.7,410
24662141,542,33875,245
24662142,795,26858.1,290
24662143,388,3789.1,70
24662144,782,12861.8,85
24662145,303,1878.5,40
24662147,582,15561.5,95
24662148,678,5055.9,140
24662149,571,7832.6,35
24662150,613,7558.6,50
24662151,609,17911.8,140
24662152,827,6476.1,95
24662153,711,12322.4,170
24662154,887,9758,140
24662155,1057,12233.8,255
24662156,401,6672.2,60
24662157,589,13858.8,130
24662158,651,9616,125
24662159,678,9769.5,110
24662160,811,15536.4,110
24662161,672,14297.9,105
24662162,453,1490.1,75
24662163,1035,7222.6,215
24662164,721,4472.7,250
24662165,629,14040.2,130
24662167,559,4367.2,135
24662168,592,22424.2,180
24662169,383,11821,55
24662170,664,6025.4,50
24662171,1076,8163.9,110
24662172,407,7203.5,55
24662173,960,7048.5,125
24662174,777,1906.7,175
24662175,702,10430.9,110
24662176,823,4229.2,105
24662177,326,10482.3,25
24662178,949,11601.5,185
24662179,932,8850.9,150
24662180,905,12604.5,250
24662182,546,3303.1,125
24662183,276,10375.9,60
24662187,685,2454.3,65
24662192,539,7082.8,65
24662193,1048,2835.5,125
24662195,523,8924.9,50
24662196,483,9061.9,140
24662197,592,5309.4,85
24662198,614,8587.4,65
24662199,593,11719.4,110
24662200,456,27469.9,120
24662201,580,20640.6,145
24662202,534,16635.5,95
24662203,909,19464.7,225
24662204,618,55675.7,185
24662205,939,7049.5,95
24662206,423,7775.7,15
24662209,751,5871.8,140
24662210,437,9842.3,40
24662211,532,5185.2,75
24662212,437,5303.4,60
24662213,416,4416.1,20
24662214,592,25191.5,180
24662215,823,29288.3,300
24662216,1393,8213.4,70
24662217,1195,4893.5,185
24662218,535,2649.8,100
24662219,404,3458.9,55
24662220,698,7940.8,150
24662221,645,3780.8,55
24662222,594,3733.5,15
24662223,477,3251.5,25
24662224,422,3114.4,15
24662225,439,3188.1,15
24662226,613,3006.4,15
24662227,565,4241.7,5
24662228,690,2218.6,10
24662229,588,2886.6,10
24662230,552,3985.6,10
24662231,396,4262.6,5
24662232,533,8898.2,75
24662233,1644,4271.2,220
24662234,507,14653.2,135
24662235,345,16428.6,100
24662236,892,2163.5,30
24662237,439,3273.7,60
24662238,872,2212.1,125
24662239,532,3563.3,45
24662240,704,8523,120
24662241,546,3699.2,55
24662242,757,3214.4,80
24662243,632,1270.4,125
24662244,473,2772.6,20
24662245,446,2377.4,25
24662246,1141,10224,190
24662247,0,0,
24662248,474,1593.3,20
24662250,537,1136.5,30
24662251,526,3014.3,40
24662252,349,3144.1,15
24662253,410,11021.5,30
24662254,455,3500,25
24662255,473,3627.3,40
24662256,503,2548.1,20
24662257,575,3113.2,25
24662258,440,1626,20
24662259,685,1925.2,50
24662260,458,2565.8,25
24662261,1284,7157.2,125
24662262,504,1147,45
24662263,520,1966,20
24662264,498,2837.6,20
24662265,556,2209.9,20
24662266,505,1562.5,10
24662267,637,1602.9,25
24662268,281,2812.8,15
24662269,1210,4834.2,50
24662270,525,6083.4,45
24662271,742,3051,50
24662272,895,6476.1,100
24662273,504,2994.7,30
24662274,531,3275.8,10
24662275,571,2405.2,20
24662276,495,2920.4,25
24662277,625,2297.8,10
24662278,748,6726.6,60
24662279,455,13704.8,105
24662280,529,2638.4,25
24662281,451,1676.6,10
24662282,465,4086.1,40
24662283,432,3310.3,30
24662284,675,954.2,25
24662285,335,3297.2,
24662286,391,2819,25
24662287,438,3643.9,35
24662288,440,2979,35
24662289,819,826.7,105
24662290,624,2805.8,25
24662291,720,2434.1,85
24662292,559,3097,20
24662293,585,1753.6,45
24662294,461,2947.6,20
24662295,349,3554,20
24662296,449,2286.2,10
24662297,465,1732.5,30
24662298,526,2020,20
24662299,548,2149,85
24662300,506,2089.2,50
24662301,623,2878.9,55
24662302,424,2005.7,20
24662303,562,1547.4,15
24662304,467,2713.5,15
24662305,578,2965.6,40
24662306,401,1246.5,15
24662307,402,2008,20
24662308,466,1742.7,15
24662309,449,1540.8,30
24662310,425,2123.9,15
24662311,523,1552.9,35
24662312,451,1387.3,40
24662313,623,887.6,45
24662314,497,3413.5,50
24662315,557,2557.4,35
24662316,365,2796.9,25
24662317,525,2810.5,25
24662318,431,2747,25
24662319,464,1674.5,30
24662320,618,2183.7,35
24662321,518,3291,45
24662322,740,2406.5,45
24662323,570,4892.7,20
24662324,623,4472.4,55
24662325,742,3046,25
24662326,643,3736.2,50
24662327,579,2566.5,25
24662328,518,2971.9,25
24662329,471,3182.4,40
24662330,427,3640.2,10
24662331,612,1480.4,10
24662332,1117,6412.2,190
24662333,619,5768.9,190
24662334,655,5320.9,60
24662335,531,4075.2,80
24662336,848,10534.2,210
24662337,398,7145.4,75
24662338,414,2268.5,60
24662339,507,4366.9,40
24662340,409,3293.1,10
24662341,782,3995.9,40
24662342,506,4230.8,35
24662343,448,3561.2,15
24662344,475,2989.3,15
24662345,466,3178.7,20
24662346,441,1997.3,20
24662347,360,2282.8,15
24662348,475,3235.7,5
24662349,470,2928.3,20
24662350,338,3250,20
24662351,214,3440.5,
24662352,574,2498.9,25
24662353,1291,4451.7,170
24662354,319,3505.5,10
24662355,532,4871.8,75
24662356,427,3567.3,20
